id,nl_statement,lean4_src_header,lean4_formalization,lean4_prediction,beq_plus,typecheck
u-math_536,"Divide $C = \frac{ (3-i)^2 }{ (3+i)^2 }$.
 Prove that the answer is: The final answer: $C=\frac{7}{25}-\frac{24}{25}\cdot i$","import Mathlib

open Complex Filter Function Metric Finset
open scoped BigOperators Topology",theorem u_math_536 : (3 - I) ^ 2 / (3 + I) ^ 2 = 7 / 25 - 24 / 25 * I := by,"theorem my_favorite_theorem (C : ℂ) (hC : C = (3 - I) ^ 2 / (3 + I) ^ 2) :
    C = 7 / 25 - 24 / 25 * I := by sorry",1,1
DEMIMathAnalysis_36,"Suppose that $f \in C^1(0, \infty)$ is positive. Then show that for an arbitrary constant $a > 1$,
\[
\liminf_{x \to \infty} \frac{f'(x)}{(f(x))^a} \leq 0.
\]","import Mathlib

open Topology Filter Real Complex TopologicalSpace Finset
open scoped BigOperators","theorem DEMIMathAnalysis_36 {f : ℝ → ℝ}
  (hf : ContDiffOn ℝ 1 f (Set.Ioi 0))
  (hpos : ∀ x ∈ Set.Ioi 0, f x > 0)
  (a : ℝ) (ha : a > 1) :
  liminf (λ x => (deriv f x) / (f x)^a) ≤ 0 := by","theorem my_favorite_theorem
  (f : ℝ → ℝ)
  (hf : ContDiffOn ℝ 1 f (Set.Ioi 0))
  (hf1 : ∀ x ∈ Set.Ioi 0, f x > 0)
  (a : ℝ)
  (ha : 1 < a) :
  Tendsto (λ x => deriv f x / (f x)^a) atTop (𝓝 0) := by sorry",0,1
u-math_526,"Calculate the average rate of change of the function $f(x) = 20 \cdot x - 2 \cdot x^2$ near $a=3$ over the intervals $[a,a+h]$ for $h=0.1$, $0.01$, and $0.001$. Use these values to estimate the instantaneous rate of change.
 Prove that the answer is: 1. The average rate of change for $f$ near $a$ with $h=0.1$ is: $7.8$
2. The average rate of change for $f$ near $a$ with $h=0.01$ is: $7.98$
3. The average rate of change for $f$ near $a$ with $h=0.001$ is: $7.998$
4. An estimate of the instantaneous rate of change is: $8$","import Mathlib

open Real","theorem u_math_526 {f : ℝ → ℝ} (hf : f = λ x => 20 * x - 2 * x ^ 2) (a : ℝ) (ha : a = 3) :
    (f (a + 0.1) - f a) / 0.1 = 7.8 ∧
    (f (a + 0.01) - f a) / 0.01 = 7.98 ∧
    (f (a + 0.001) - f a) / 0.001 = 7.998 ∧
    deriv f 3 = 8 := by","theorem my_favorite_theorem {f : ℝ → ℝ} (hf : f = fun x => 20 * x - 2 * x ^ 2) (a : ℝ) (ha : a = 3) :
    (f (a + 0.1) - f a) / 0.1 = 7.8 ∧ (f (a + 0.01) - f a) / 0.01 = 7.98 ∧
    (f (a + 0.001) - f a) / 0.001 = 7.998 ∧ deriv f a = 8 := by sorry",0,1
u-math_523,"A town has an initial population of $80\ 000$. It grows at a constant rate of $2200$ per year for $5$ years. The linear function that models the town’s population $P$ as a function of the year is: $P(t) = 80\ 000 + 2200 \cdot t$, where $t$ is the number of years since the model began. When will the population reach $120\ 000$?
 Prove that the answer is: $t$: $\frac{200}{11}$",import Mathlib,"theorem u_math_523 (t : ℝ) (ht : 0 ≤ t) :
    80000 + 2200 * t = 120000 ↔ t = 200 / 11 := by","theorem my_favorite_theorem (P : ℝ → ℝ) (hP : P = fun t => 80000 + 2200 * t) :
    P (200 / 11) = 120000 := by sorry",0,1
omni_theorem_3865,"Let $m \neq 0 $ be an integer. Find all polynomials $P(x) $ with real coefficients such that 
\[ (x^3 - mx^2 +1 ) P(x+1)  + (x^3+mx^2+1) P(x-1) =2(x^3 - mx +1 ) P(x) \]
for all real number $x$.
 Prove that the answer is: P(x) = cx",import Mathlib,"theorem omni_theorem_3865 {m : ℤ} (hm : m ≠ 0) (P : ℝ → ℝ) :
    (∀ x, (x^3 - m * x^2 + 1) * P (x + 1) + (x^3 + m * x^2 + 1) * P (x - 1) =
      2 * (x^3 - m * x + 1) * P x) ↔ ∃ c, P = fun x => c * x := by","theorem my_favorite_theorem {m : ℝ} (hm : m ≠ 0) (P : Polynomial ℝ) :
    (∀ x : ℝ, (x ^ 3 - m * x ^ 2 + 1) * P.eval (x + 1) + (x ^ 3 + m * x ^ 2 + 1) * P.eval (x - 1) =
      2 * (x ^ 3 - m * x + 1) * P.eval x) ↔ ∃ c : ℝ, P = c * X := by sorry",0,0
omni_theorem_80,"For a given positive integer $n$ and prime number $p$, find the minimum value of positive integer $m$ that satisfies the following property: for any polynomial $$f(x)=(x+a_1)(x+a_2)\ldots(x+a_n)$$ ($a_1,a_2,\ldots,a_n$ are positive integers), and for any non-negative integer $k$, there exists a non-negative integer $k'$ such that $$v_p(f(k))<v_p(f(k'))\leq v_p(f(k))+m.$$ Note: for non-zero integer $N$,$v_p(N)$ is the largest non-zero integer $t$ that satisfies $p^t\mid N$.
 Prove that the answer is: n + v_p(n!)","import Mathlib

open Nat","theorem omni_theorem_80 (n : ℕ) (hn : 0 < n) (p : ℕ) (hp : Nat.Prime p) :
    IsLeast {m | 0 < m ∧ ∀ a : Fin n → ℕ, (∀ i, 0 < a i) →
      ∀ f : Polynomial ℕ, (∀ x, f.eval x = ∏ i : Fin n, (x + a i)) →
        ∀ k : ℕ, ∃ k' : ℕ, Nat.factorization (f.eval k) p < Nat.factorization (f.eval k') p ∧
          Nat.factorization (f.eval k') p ≤ Nat.factorization (f.eval k) p + m} (n + Nat.factorization (n !) p) := by","theorem my_favorite_theorem {n : ℕ} (hn : 0 < n) (p : ℕ) (hp : Nat.Prime p)
    (f : ℕ → ℕ → ℕ) (hf : ∀ a : Fin n → ℕ, (∀ i, 0 < a i) → ∀ k, ∃ k', Nat.factorial k ∣ f k k' ∧
      f k k' < Nat.factorial k' ∧ Nat.factorial k' ≤ Nat.factorial k + m) :
    IsLeast {m | 0 < m ∧ ∀ a : Fin n → ℕ, (∀ i, 0 < a i) → ∀ k, ∃ k', Nat.factorial k ∣ f k k' ∧
      f k k' < Nat.factorial k' ∧ Nat.factorial k' ≤ Nat.factorial k + m} (n + Nat.factorial n) := by sorry",0,1
omni_theorem_60,"Let $n \ge 4$ be an integer. Find all functions $W : \{1, \dots, n\}^2 \to \mathbb R$ such that for every partition $[n] = A \cup B \cup C$ into disjoint sets, \[ \sum_{a \in A} \sum_{b \in B} \sum_{c \in C} W(a,b) W(b,c) = |A| |B| |C|. \]
 Prove that the answer is: W(a,b) = k \text{ for all distinct } a, b \text{ and } k = 1 \text{ or } k = -1.",import Mathlib,"theorem omni_theorem_60 (n : ℕ) (hn : 4 ≤ n) (W : Fin n → Fin n → ℝ)
(hW : ∀ A B C : Finset (Fin n), A ∪ B ∪ C = Finset.univ ∧ A ∩ B = ∅ ∧ A ∩ C = ∅ ∧ B ∩ C = ∅ → ∑ a ∈ A, ∑ b ∈ B, ∑ c ∈ C, W a b * W b c = A.card * B.card * C.card) :
(∀ a b : Fin n, a ≠ b → W a b = 1 ∨ W a b = -1) := by","theorem my_favorite_theorem {n : ℕ} (hn : n ≥ 4) (W : Fin n → Fin n → ℝ)
    (hW : ∀ A B C : Finset (Fin n), A ∪ B ∪ C = Finset.univ ∧ A ∩ B = ∅ ∧ A ∩ C = ∅ ∧ B ∩ C = ∅ →
      ∑ a ∈ A, ∑ b ∈ B, ∑ c ∈ C, W a b * W b c = A.card * B.card * C.card) :
    (∃ k : ℝ, ∀ a b : Fin n, a ≠ b → W a b = k ∧ (k = 1 ∨ k = -1)) := by sorry",0,1
theorem_proving_zh_blue_1272,"Let \(x_1\), \(x_2\), \(x_3\) be positive numbers. Prove that:
\[x_1x_2x_3\geqslant(x_2 + x_3 - x_1)(x_1 + x_3 - x_2)(x_1 + x_2 - x_3).\]",import Mathlib,"theorem algebra_57029 (x : Fin 3 → ℝ) (hx : ∀ i, 0 < x i) :
    x 0 * x 1 * x 2 ≥ (x 1 + x 2 - x 0) * (x 0 + x 2 - x 1) * (x 0 + x 1 - x 2) := by","theorem my_favorite_theorem (x₁ x₂ x₃ : ℝ) (hx₁ : 0 < x₁) (hx₂ : 0 < x₂) (hx₃ : 0 < x₃) :
    x₁ * x₂ * x₃ ≥ (x₂ + x₃ - x₁) * (x₁ + x₃ - x₂) * (x₁ + x₂ - x₃) := by sorry",0,1
theorem_proving_zh_blue_1247,"Let \(x,y,z\in\mathbf{R}^{+}\) and \(x + y+z = xyz\). Prove that
\[x^{2}+y^{2}+z^{2}-2(xy + yz + zx)+9\geqslant0. \tag{3}\]",import Mathlib,"theorem algebra_52615 (x y z : ℝ) (hx : 0 < x) (hy : 0 < y) (hz : 0 < z)
    (h : x + y + z = x * y * z) :
    x^2 + y^2 + z^2 - 2 * (x * y + y * z + z * x) + 9 ≥ 0 := by","theorem my_favorite_theorem (x y z : ℝ) (hx : 0 < x) (hy : 0 < y) (hz : 0 < z)
    (h : x + y + z = x * y * z) :
    x ^ 2 + y ^ 2 + z ^ 2 - 2 * (x * y + y * z + z * x) + 9 ≥ 0 := by sorry",1,1
theorem_proving_zh_blue_1222,"Let \(a_1, a_2, a_3, a_4\) be the side lengths of a quadrilateral with perimeter \(2s\), that is \(a_1 + a_2+a_3 + a_4=2s\). Prove that
\(\sum_{i = 1}^{4}\frac{1}{a_i + s}\leqslant\frac{2}{9}\sum_{1\leqslant i<j\leqslant4}\frac{1}{\sqrt{(s - a_i)(s - a_j)}}\)","import Mathlib

open Real
open scoped BigOperators","theorem inequalities_505658 (a : Fin 4 → ℝ) (ha : ∀ i, 0 < a i)
  (h : ∑ i, a i = 2 * s) :
  ∑ i, 1 / (a i + s) ≤ 2 / 9 * ∑ i, ∑ j, if i < j then
    1 / sqrt ((s - a i) * (s - a j)) else 0 := by","theorem my_favorite_theorem (a : Fin 4 → ℝ) (ha : ∀ i, 0 < a i)
  (h : ∑ i, a i = 2 * s) :
  ∑ i, 1 / (a i + s) ≤ 2 / 9 * ∑ i, ∑ j, if i ≠ j then 1 / sqrt ((s - a i) * (s - a j)) else 0 := by sorry",0,1
theorem_proving_zh_blue_1200,"Given that \(a\), \(b\), \(c\) are positive real numbers, prove that:
\[
\frac{9}{a + b + c}\leqslant2\left(\frac{1}{a + b}+\frac{1}{b + c}+\frac{1}{c + a}\right).
\]",import Mathlib,"theorem algebra_58705 (a b c : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) :
    9 / (a + b + c) ≤ 2 * (1 / (a + b) + 1 / (b + c) + 1 / (c + a)) := by","theorem my_favorite_theorem (a b c : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) :
    9 / (a + b + c) ≤ 2 * (1 / (a + b) + 1 / (b + c) + 1 / (c + a)) := by sorry",1,1
theorem_proving_zh_blue_1199,"Let \(a_1, a_2, \cdots, a_n\) be real numbers. Prove that
\[
\sqrt[3]{a_1^3 + a_2^3+\cdots+a_n^3} \leqslant \sqrt{a_1^2 + a_2^2+\cdots+a_n^2}.
\]",import Mathlib,"theorem algebra_5644 (n : ℕ) (hn : 0 < n) (a : Fin n → ℝ) :
    (∑ i : Fin n, (a i)^3)^((1 : ℝ)/3) ≤
    (∑ i : Fin n, (a i)^2)^((1 : ℝ)/2) := by","theorem my_favorite_theorem (n : ℕ) (a : Fin n → ℝ) :
    (∑ i : Fin n, (a i)^3) ^ ((1 : ℝ) / 3) ≤
    (∑ i : Fin n, (a i)^2) ^ ((1 : ℝ) / 2) := by sorry",0,1
theorem_proving_zh_blue_1190,"Let \(a, b, c, d>0\) and \(a + b + c + d = 1\). Prove that:
\[
\frac{1}{4a + 3b + c}+\frac{1}{3a + b + 4d}+\frac{1}{a + 4c + 3d}+\frac{1}{4b + 3c + d}\geqslant2.
\]",import Mathlib,"theorem algebra_476989 (a b c d : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) (hd : 0 < d)
    (h : a + b + c + d = 1) :
    2 ≤ 1 / (4 * a + 3 * b + c) + 1 / (3 * a + b + 4 * d) +
        1 / (a + 4 * c + 3 * d) + 1 / (4 * b + 3 * c + d) := by","theorem my_favorite_theorem (a b c d : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) (hd : 0 < d)
    (h : a + b + c + d = 1) :
    2 ≤ 1 / (4 * a + 3 * b + c) + 1 / (3 * a + b + 4 * d) +
        1 / (a + 4 * c + 3 * d) + 1 / (4 * b + 3 * c + d) := by sorry",1,1
theorem_proving_zh_blue_1186,"Let \(x,y,z\geqslant0\) and satisfy \(yz + zx+xy = 1\). Prove that
\[x(1 - y^{2})(1 - z^{2})+y(1 - z^{2})(1 - x^{2})+z(1 - x^{2})(1 - y^{2})\leqslant\frac{4}{9}\sqrt{3}.\]","import Mathlib

open Real","theorem algebra_453817 (x y z : ℝ) (hx : 0 ≤ x) (hy : 0 ≤ y) (hz : 0 ≤ z)
    (h : y * z + z * x + x * y = 1) :
    x * (1 - y ^ 2) * (1 - z ^ 2) + y * (1 - z ^ 2) * (1 - x ^ 2) +
    z * (1 - x ^ 2) * (1 - y ^ 2) ≤ 4 / 9 * sqrt 3 := by","theorem my_favorite_theorem (x y z : ℝ) (hx : 0 ≤ x) (hy : 0 ≤ y) (hz : 0 ≤ z)
    (h : y * z + z * x + x * y = 1) :
    x * (1 - y ^ 2) * (1 - z ^ 2) + y * (1 - z ^ 2) * (1 - x ^ 2) +
    z * (1 - x ^ 2) * (1 - y ^ 2) ≤ (4 / 9) * sqrt 3 := by sorry",1,1
theorem_proving_zh_blue_1184,"Let \(A\), \(B\), \(C\) be the three interior angles of a triangle. Prove that:
\[
\sin3A+\sin3B + \sin3C\leqslant\frac{3}{2}\sqrt{3}
\]","import Mathlib

open Real Set
open scoped Real","theorem algebra_520679 (A B C : Real) (hA : A ∈ Ioo 0 π)
  (hB : B ∈ Ioo 0 π) (hC : C ∈ Ioo 0 π) (hABC : A + B + C = π) :
  sin (3 * A) + sin (3 * B) + sin (3 * C) ≤ 3 * sqrt 3 / 2 := by","theorem my_favorite_theorem (A B C : Real) (hA : A ∈ Ioo 0 π)
  (hB : B ∈ Ioo 0 π) (hC : C ∈ Ioo 0 π) (hABC : A + B + C = π) :
  sin (3 * A) + sin (3 * B) + sin (3 * C) ≤ 3 / 2 * sqrt 3 := by sorry",0,1
theorem_proving_zh_blue_1164,"Let \(a\), \(b\), \(c\) be positive real numbers, and \(a + b + c=1\). Prove that:
\[
(1 + a)(1 + b)(1 + c)\geqslant8(1 - a)(1 - b)(1 - c).
\]",import Mathlib,"theorem algebra_403235 (a b c : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c)
    (h : a + b + c = 1) :
    (1 + a) * (1 + b) * (1 + c) ≥ 8 * (1 - a) * (1 - b) * (1 - c) := by","theorem my_favorite_theorem (a b c : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c)
    (h : a + b + c = 1) :
    (1 + a) * (1 + b) * (1 + c) ≥ 8 * (1 - a) * (1 - b) * (1 - c) := by sorry",1,1
theorem_proving_zh_blue_1156,"Let \(x_1, x_2, \cdots, x_n>0\) and \(x_1x_2\cdots x_n = 1\). Prove that \(\frac{1}{x_1(1 + x_1)}+\frac{1}{x_2(1 + x_2)}+\cdots+\frac{1}{x_n(1 + x_n)}\geqslant\frac{n}{2}\).","import Mathlib

open Real","theorem algebra_58273 {n : ℕ} (hn : 0 < n) (x : Fin n → ℝ)
    (hx : ∀ i, 0 < x i) (hxp : ∏ i, x i = 1) :
    ∑ i, (1 / (x i * (1 + x i))) ≥ n / 2 := by","theorem my_favorite_theorem {n : ℕ} (hn : 0 < n) (x : Fin n → ℝ)
    (hx : ∀ i, 0 < x i) (hxp : ∏ i, x i = 1) :
    ∑ i, 1 / (x i * (1 + x i)) ≥ n / 2 := by sorry",1,1
aime_all_2014_I_6,"The graphs $y = 3(x-h)^2 + j$ and $y = 2(x-h)^2 + k$ have y-intercepts of $2013$ and $2014$ , respectively, and each graph has two positive integer x-intercepts. Find $h$ .
 Prove that the answer is: 36",import Mathlib,"theorem aime_all_2014_I_6 (h j k : ℤ) (f g : ℤ → ℤ) (hf : f = fun x ↦ 3 * (x - h) ^ 2 + j)
    (hg : g = fun x ↦ 2 * (x - h) ^ 2 + k) (y_intercept_f : f 0 = 2013) (y_intercept_g : g 0 = 2014)
    (x_intercept_f : ∃ m n, 0 < m ∧ 0 < n ∧ f m = 0 ∧ f n = 0) (x_intercept_g : ∃ p q, 0 < p ∧ 0 < q ∧ g p = 0 ∧ g q = 0) :
    h = 36 := by","theorem my_favorite_theorem (h j k : ℝ) (h1 : j = 2013) (h2 : k = 2014)
    (h3 : ∃ x1 x2 : ℝ, x1 > 0 ∧ x2 > 0 ∧ 3 * (x1 - h) ^ 2 + j = 0 ∧ 3 * (x2 - h) ^ 2 + j = 0)
    (h4 : ∃ x1 x2 : ℝ, x1 > 0 ∧ x2 > 0 ∧ 2 * (x1 - h) ^ 2 + k = 0 ∧ 2 * (x2 - h) ^ 2 + k = 0) :
    h = 36 := by sorry",0,1
aime_all_2011_I_1,"Jar $A$ contains four liters of a solution that is $45\%$ acid. Jar $B$ contains five liters of a solution that is $48\%$ acid. Jar $C$ contains one liter of a solution that is $k\%$ acid. From jar $C$ , $\frac{m}{n}$ liters of the solution is added to jar $A$ , and the remainder of the solution in jar $C$ is added to jar B. At the end both jar $A$ and jar $B$ contain solutions that are $50\%$ acid. Given that $m$ and $n$ are relatively prime positive integers, find $k + m + n$ .
 Prove that the answer is: 85",import Mathlib.Tactic,"theorem aime_all_2011_I_1 (k m n : ℕ) (hk : k < 100) (hm : 0 < m) (hn : 0 < n)
    (hmn : Nat.Coprime m n) (hA : (4 + m / n : ℝ) * 50 / 100 = 4 * 45 / 100 + m / n * k / 100)
    (hB : (5 + (1 - m / n : ℝ)) * 50 / 100 = 5 * 48 / 100 + (1 - m / n : ℝ) * k / 100) :
    k + m + n = 85 := by","theorem my_favorite_theorem (A B C : ℝ) (hA : A = 4) (hB : B = 5) (hC : C = 1)
    (k m n : ℚ) (hk : k > 0) (hm : m > 0) (hn : n > 0) (hmn : Nat.Coprime m.natAbs n.natAbs)
    (hA' : A + m / n = 4 * (1 + 0.5)) (hB' : B + (1 - m / n) = 5 * (1 + 0.5)) :
    k + m + n = 85 := by sorry",0,0
aime_all_2010_I_14,"For each positive integer $n,$ let $f(n) = \sum_{k = 1}^{100} \lfloor \log_{10} (kn) \rfloor$ . Find the largest value of $n$ for which $f(n) \le 300$ . Note: $\lfloor x \rfloor$ is the greatest integer less than or equal to $x$ .
 Prove that the answer is: 109","import Mathlib

open Real Int Nat Set Function
open scoped BigOperators","theorem aime_all_2010_I_14 :
    IsGreatest {n : ℕ | 0 < n ∧ (∑ k : Fin 100, ⌊logb 10 (k * n)⌋) ≤ 300} 109 := by","theorem my_favorite_theorem {f : ℕ → ℕ}
  (hf : ∀ n, f n = ∑ k in Finset.Icc 1 100, ⌊logb 10 (k * n)⌋) :
  IsGreatest {n | 0 < n ∧ f n ≤ 300} 109 := by sorry",0,0
aime_all_2017_I_7,"For nonnegative integers $a$ and $b$ with $a + b \leq 6$ , let $T(a, b) = \binom{6}{a} \binom{6}{b} \binom{6}{a + b}$ . Let $S$ denote the sum of all $T(a, b)$ , where $a$ and $b$ are nonnegative integers with $a + b \leq 6$ . Find the remainder when $S$ is divided by $1000$ .
 Prove that the answer is: 564",import Mathlib,"def T (a b : ℕ) := Nat.choose 6 a * Nat.choose 6 b * Nat.choose 6 (a+b)

theorem aime_all_2017_I_7 :
    (∑ a in Finset.Icc 0 6, ∑ b in Finset.Icc 0 (6-a),
      T a b) % 1000 = 564 := by","def T (a b : ℕ) : ℕ := Nat.choose 6 a * Nat.choose 6 b * Nat.choose 6 (a + b)

theorem my_favorite_theorem :
    (∑ a in Finset.Icc 0 6, ∑ b in Finset.Icc 0 6, if a + b ≤ 6 then T a b else 0) % 1000 = 564 := by sorry",0,1
aime_all_2012_II_8,"The complex numbers $z$ and $w$ satisfy the system \[z + \frac{20i}w = 5+i\] \[w+\frac{12i}z = -4+10i\] Find the smallest possible value of $\vert zw\vert^2$ .
 Prove that the answer is: 40","import Mathlib

open Real Complex Polynomial","theorem aime_all_2012_II_8 :
    IsLeast {m : ℝ | ∃ z w : ℂ, z + 20 * I / w = 5 + I ∧ w + 12 * I / z = -4 + 10 * I ∧ m = abs (z * w) ^ 2} 40 := by","theorem my_favorite_theorem :
    IsLeast {x : ℝ | ∃ z w : ℂ, x = abs (z * w) ^ 2 ∧ z + 20 * I / w = 5 + I ∧ w + 12 * I / z = -4 + 10 * I} 40 := by sorry",0,0
aime_all_2021_I_10,"Consider the sequence $(a_k)_{k\ge 1}$ of positive rational numbers defined by $a_1 = \frac{2020}{2021}$ and for $k\ge 1$ , if $a_k = \frac{m}{n}$ for relatively prime positive integers $m$ and $n$ , then \[a_{k+1} = \frac{m + 18}{n+19}.\] Determine the sum of all positive integers $j$ such that the rational number $a_j$ can be written in the form $\frac{t}{t+1}$ for some positive integer $t$ .
 Prove that the answer is: 59","import Mathlib

open Real
open scoped BigOperators","theorem aime_all_2021_I_10 (a : ℕ → ℚ)
(ha1 : a 1 = 2020 / 2021)
(hak : ∀ k ≥ 1, let r := a k; let m := r.num; let n := r.den; m > 0 → n > 0 → IsCoprime m n → a (k + 1) = (m + 18) / (n + 19))
: (∑ᶠ j ∈ {j : ℕ | ∃ t ≥ 1, a j = t / (t + 1)}, j = 59) := by","theorem my_favorite_theorem
  (a : ℕ → ℚ)
  (h₀ : a 1 = 2020 / 2021)
  (h₁ : ∀ k, ∃ m n : ℕ, a k = m / n ∧ Nat.Coprime m n ∧ a (k + 1) = (m + 18) / (n + 19)) :
  ∑ᶠ j ∈ {j | 0 < j ∧ ∃ t : ℕ, a j = t / (t + 1)}, j = 59 := by sorry",0,1
aime_all_2007_II_4,"The workers in a factory produce widgets and whoosits. For each product, production time is constant and identical for all workers, but not necessarily equal for the two products. In one hour, $100$ workers can produce $300$ widgets and $200$ whoosits. In two hours, $60$ workers can produce $240$ widgets and $300$ whoosits. In three hours, $50$ workers can produce $150$ widgets and $m$ whoosits. Find $m$ .
 Prove that the answer is: 450",import Mathlib,"theorem aime_all_2007_II_4 (a b m : ℝ) (ha : 0 < a) (hb : 0 < b)
(h1 : 100 * a = 300 ∧ 100 * b = 200)
(h2 : 60 * 2 * a = 240 ∧ 60 * 2 * b = 300)
(h3 : 50 * 3 * a = 150 ∧ 50 * 3 * b = m) :
m = 450 := by","theorem my_favorite_theorem (m : ℕ) (h₀ : 100 * 300 = 60 * 240) (h₁ : 100 * 200 = 60 * 300)
    (h₂ : 50 * 150 = 60 * 240) (h₃ : 50 * m = 60 * 300) : m = 450 := by sorry",0,1
aime_all_2005_II_11,"Let $m$ be a positive integer, and let $a_0, a_1,\ldots,a_m$ be a sequence of reals such that $a_0 = 37, a_1 = 72, a_m = 0,$ and $a_{k+1} = a_{k-1} - \frac 3{a_k}$ for $k = 1,2,\ldots, m-1.$ Find $m.$
 Prove that the answer is: 889","import Mathlib

open scoped BigOperators","theorem aime_all_2005_II_11
  (m : ℕ)
  (a : ℕ → ℝ)
  (hm : 0 < m)
  (ha01m : a 0 = 37 ∧ a 1 = 72 ∧ a m = 0)
  (hak : ∀ k ∈ Finset.Icc 1 m, a (k + 1) = a (k - 1) - 3 / a k)
  : m = 889 := by","theorem my_favorite_theorem (m : ℕ) (a : ℕ → ℝ) (ha0 : a 0 = 37) (ha1 : a 1 = 72)
    (ham : a m = 0) (hak : ∀ k ∈ Finset.Icc 1 (m - 1), a (k + 1) = a (k - 1) - 3 / a k) :
    m = 889 := by sorry",0,1
u-math_111,"Solve the inequality $|-6 x-6| \le 1$.

Express your answer using interval notation.
 Prove that the answer is: Solution using interval notation: $\left[-\frac{ 7 }{ 6 },\ -\frac{ 5 }{ 6 }\right]$

*Note: enter an interval or union of intervals. If there is no solution, leave empty or enter ""none""*",import Mathlib,"theorem u_math_111 (x : ℝ) :
  abs (-6 * x - 6) ≤ 1 ↔ x ∈ Set.Icc (-7 / 6) (-5 / 6) := by",theorem my_favorite_theorem : {x : ℝ | |(-6 * x - 6)| ≤ 1} = {x | -7 / 6 ≤ x ∧ x ≤ -5 / 6} := by sorry,0,1
aime_all_2008_I_3,"Ed and Sue bike at equal and constant rates.  Similarly, they jog at equal and constant rates, and they swim at equal and constant rates.  Ed covers $74$ kilometers after biking for $2$ hours, jogging for $3$ hours, and swimming for $4$ hours, while Sue covers $91$ kilometers after jogging for $2$ hours, swimming for $3$ hours, and biking for $4$ hours.  Their biking, jogging, and swimming rates are all whole numbers of kilometers per hour.  Find the sum of the squares of Ed's biking, jogging, and swimming rates.
 Prove that the answer is: 314","import Mathlib

open scoped BigOperators","theorem aime_all_2008_I_3
  (d b j s : ℤ)
  (h₀ : d > 0)
  (h₁ : b > 0)
  (h₂ : j > 0)
  (h₃ : s > 0)
  (h₄ : 2*b+3*j+4*s=74)
  (h₅ : 2*j+3*s+4*b=91) :
  b^2+j^2+s^2=314 := by","theorem my_favorite_theorem (b j s : ℤ) (hb : b > 0) (hj : j > 0) (hs : s > 0)
  (h1 : 2 * b + 3 * j + 4 * s = 74) (h2 : 2 * j + 3 * s + 4 * b = 91) :
  b^2 + j^2 + s^2 = 314 := by sorry",1,1
aime_all_2001_I_13,"In a certain circle, the chord of a $d$ -degree arc is 22 centimeters long, and the chord of a $2d$ -degree arc is 20 centimeters longer than the chord of a $3d$ -degree arc, where $d < 120.$ The length of the chord of a $3d$ -degree arc is $- m + \sqrt {n}$ centimeters, where $m$ and $n$ are positive integers.  Find $m + n.$
 Prove that the answer is: 174",import Mathlib,"theorem aime_all_2001_I_13 (d : ℝ) (h₀ : d < 120) (r : ℝ)
    (h₁ : r * Real.sin (d * Real.pi / 180) = 22)
    (h₂ : r * Real.sin (2 * d * Real.pi / 180) = r * Real.sin (3 * d * Real.pi / 180) + 20)
    (m n : ℤ) (hm : m > 0) (hn : n > 0)
    (h₃ : r * Real.sin (3 * d * Real.pi / 180) = -m + Real.sqrt n) :
    m + n = 174 := by","theorem my_favorite_theorem (d : ℝ) (m n : ℕ) (h₀ : 0 < m ∧ 0 < n) (h₁ : d < 120)
    (h₂ : 22 = 2 * Real.sin (d / 2) * Real.cos (d / 2)) (h₃ : 22 + 20 = 2 * Real.sin (2 * d / 2) * Real.cos (2 * d / 2))
    (h₄ : 22 + 20 = -m + Real.sqrt n) : m + n = 174 := by sorry",0,1
aime_all_2001_I_2,"A finite set $\mathcal{S}$ of distinct real numbers has the following properties: the mean of $\mathcal{S}\cup\{1\}$ is $13$ less than the mean of $\mathcal{S}$ , and the mean of $\mathcal{S}\cup\{2001\}$ is $27$ more than the mean of $\mathcal{S}$ . Find the mean of $\mathcal{S}$ .
 Prove that the answer is: 651","import Mathlib

open Real","theorem aime_all_2001_I_2 (S : Finset ℝ) (hS : ∀ x ∈ S, ∀ y ∈ S, x ≠ y)
    (hS1 : (S.sum id + 1) / (S.card + 1) = (S.sum id) / S.card - 13)
    (hS2 : (S.sum id + 2001) / (S.card + 1) = (S.sum id) / S.card + 27) :
    (S.sum id) / S.card = 651 := by","theorem my_favorite_theorem {S : Finset ℝ} (hS : S.card > 0)
    (hS1 : (∑ x ∈ S, x + 1) / (S.card + 1) = (∑ x ∈ S, x) / S.card - 13)
    (hS2 : (∑ x ∈ S, x + 2001) / (S.card + 1) = (∑ x ∈ S, x) / S.card + 27) :
    (∑ x ∈ S, x) / S.card = 651 := by sorry",0,1
